	title	content	category	created_date
217	Террористы из «Крокуса» сдали своего куратора. Кто такой Сайфулло и что он обещал боевикам за расстрел мирных россиян?	Обвиняемые по делу о теракте в подмосковном «Крокус Сити Холле» раскрыли личность своего координатора. Кадры допроса ФСБ показал Первый канал.Все четверо подозреваемых (32-летний Далерджон Мирзоев, 30-летний Рачабализода Муродали, 25-летний Шамсидин Фаридуни и 19-летний Мухаммадсобир Файзов, все внесены в перечень террористов и экстремистов Росфинмониторинга) сообщили, что указания им передавал некий Сайфулло. Он же велел им после совершения теракта направляться на Украину, где их должны были переправить через брешь в минном поле на российско-украинской границе.Также стало известно, что Сайфулло обещал каждому из террористов по одному миллиону рублей. Получить деньги за содеянное террористы должны были в Киеве.Рачабализода Саидакрами МуродалиФото: Павел Бедняков / РИА НовостиПри этом, отмечает Первый, полученная со смартфона одного из террористов информация указывает, что координатор преступников далек от радикального исламизма. Найденные снимки с украинской символикой и техникой Вооруженных сил Украины (ВСУ) могут свидетельствовать о его причастности к украинским спецслужбам.Советник главы Донецкой народной республики (ДНР) Ян Гагин назвал террористов, напавших на «Крокус Сити Холл» 22 марта, хорошо подготовленными наемниками. По его мнению, эти люди не в первый раз держали в руках оружие, вероятно, имели некий боевой опыт. «Это не инициативщики — это наемники, действовали они действительно профессионально. То есть у них была военная подготовка», — сказал чиновник.Гагин добавил, что это не спецназ, но у террористов был опыт расправ над людьми. Возможно, они это делали в ИГИЛ (ИГ, запрещенная в России террористическая организация) или же в Сирии, в Африке или в других местах, где можно получить такие навыки, допустил Гагин.По предварительным данным следствия, обвиняемые могли впервые собраться вместе за три-четыре недели до теракта в «Крокус Сити Холле». Кураторам, подбиравшим исполнителей, было важно, чтобы кандидаты ранее не были замечены в поддержке радикальных исламистов или в участии в экстремистских движениях.Это делалось из опасений, что российские спецслужбы могут узнать о плане теракта через свою агентуру среди радикалов. Руководителем группы террористов отдельные источники называли Шамсидина Фаридуни, что, впрочем, следователи никак не комментировали.Те, кто является заказчиками теракта в подмосковном «Крокусе», преследовали одну цель — нанести ущерб единству России, считает президент Владимир Путин.Главной целью заказчиков кровавого, ужасного террористического акта в Москве было как раз нанесение ущерба нашему единству. Других целей и не просматривается. Их нет!Фаридуни ШамсидинФото: Павел Бедняков / РИА НовостиПо его словам, Россия не может быть объектом атак со стороны исламских фундаменталистов, так как она является примером межконфессионального единства и согласия.Следственный комитет РФ связал теракт в подмосковном «Крокус Сити Холле» с проведением специальной военной операции (СВО) на Украине. Россия потребовала от Киева арестовать и выдать причастных к терактам, совершенным на территории страны.Руководитель Главного управления разведки (ГУР) Минобороны Украины Кирилл Буданов (внесен в перечень террористов и экстремистов Росфинмониторинга) заявил, что считает абсурдными заявления о причастности Киева к случившемуся. По его утверждению, у Москвы нет доказательств причастности Украины к теракту.	Силовые структуры	00:48, 8 апреля 2024
218	Напавшие на «Крокус» террористы раскрыли план побега	Обвиняемые по делу о теракте в «Крокус Сити Холле» рассказали, что планировали сбежать на территорию Украины после совершения преступления. Кадры допроса опубликовал Первый канал.Сообщается, что координатор дал указание обвиняемым доехать до границы России и Украины, где им должны были помочь пересечь границу и добраться до Киева. По приезде в украинскую столицу террористам пообещали выдать денежное вознаграждение.Ранее обвиняемые раскрыли личность координатора, который обозначил им место атаки и пути отхода к границе с Украиной. Как указали фигуранты, координатора зовут Сайфулло.Теракт в подмосковном «Крокус Сити Холле» случился вечером 22 марта. Четверо людей с оружием ворвались в концертный зал перед концертом группы «Пикник» и открыли огонь по посетителям. Затем они скрылись на машине, их задержали в Брянской области.	Силовые структуры	00:50, 8 апреля 2024
219	Медведев обвинил лидеров четырех стран в соучастии в теракте в «Крокусе»	Заместитель председателя Совета безопасности России Дмитрий Медведев заявил, что западные лидеры являются соучастниками теракта в подмосковном концертном зале «Крокус Сити Холл». Об этом он сообщил на странице в соцсети X.В частности он обвинил в соучастии в теракте президента США Джо Байдена, президента Франции Эммануэля Макрона, премьер-министра Великобритании Риши Сунака и канцлера ФРГ Олафа Шольца. Кроме того, политик назвал «украинских бандеровцев» реальными заказчиками теракта.Ранее Дмитрий Медведев заявил, что истинные организаторы теракта в «Крокус Сити Холле» в Подмосковье — это официальные лица Украины. По его словам, организаторы пока «прячутся в тени ИГ» (группировка «Исламское государство», ИГ, ИГИЛ, запрещенная в России террористическая организация).	Россия	01:07, 8 апреля 2024
220	Дубль Капризова помог «Миннесоте» разгромно победить в НХЛ	«Миннесота Уайлд» одержала победу над «Чикаго Блэкхоукс» в матче регулярного чемпионата Национальной хоккейной лиги (НХЛ). Об этом сообщает корреспондент «Ленты.ру».Встреча прошла в Чикаго и завершилась с разгромным счетом 4:0 в пользу гостей. Победить «Миннесоте» помог дубль российского форварда Кирилла Капризова. Также заброшенными шайбами отметились нападающие Марко Росси и Фредерик Годро.Для 26-летнего Капризова эти шайбы стали 40-й и 41-й в текущем сезоне. Всего российский нападающий провел 70 матчей в регулярном чемпионате и также отметился 47 результативными передачами.«Миннесота» с 83 очками в 77 матчах располагается на шестом месте в турнирной таблице Центрального дивизиона Западной конференции. «Чикаго» имеет в активе 51 очко в 77 матчах и идет на восьмой строчке.	Спорт	01:12, 8 апреля 2024
221	Плюс-сайз-модель Эшли Грэм показала целлюлит на снимках без фотошопа	"Американская плюс-сайз-модель Эшли Грэм показала снимки без фотошопа и восхитила фанатов. Соответствующая публикация и комментарии появились на ее странице в Instagram (соцсеть запрещена в РФ; принадлежит корпорации Meta, которая признана в России экстремистской и запрещена).На размещенных кадрах 36-летняя манекенщица предстала в вельветовом мини-платье фиолетового цвета, оформленном вырезом на спине. Видно, что на бедрах знаменитости присутствуют неровности кожи в виде целлюлита.Поклонники поблагодарили звезду за честные фотографии, которые набрали более 60 тысяч лайков. «Так приятно видеть одну знаменитость, которая не гонится за ""Оземпиком""», «Как всегда удивительно и вдохновляюще! Я так ценю то, как ты любишь свое тело, тренируя его и питаясь ради удовольствия», «Увидев тебя на обложке Sports Illustrated, я полностью изменила свой взгляд на себя и свое тело», «Я ценю, как ты демонстрируешь свой целлюлит на этих фотографиях. Ты помогаешь женщинам чувствовать себя комфортно в своей коже», «Ты очень красивая», — писали они в комментариях.Ранее Эшли Грэм поделилась снимком в откровенном образе. Тогда модель сфотографировалась в зеркало на отдыхе в Мексике. Знаменитость позировала в кружевном белье черного цвета и разноцветной кепке."	Ценности	01:13, 8 апреля 2024
222	Моргенштерн решил помочь жителям Орска	Российский рэпер Алишер Моргенштерн (признан в России иностранным агентом) решил помочь жителям оренбургского Орска, чьи дома были затоплены из-за прорыва дамбы. Об этом он сообщил в своем Telegram-канале.Исполнитель пообещал передать гуманитарную помощь. По его словам, ее уже начали закупать. «Скоро отправим фуру. Следим за ситуацией», — написал рэпер.Ранее пресс-служба губернатора и правительства Оренбургской области сообщили, что в зоне затопления оказались 10 168 жилых домов и 18 471 приусадебный участок. В общей сложности эвакуировано 6127 человек, в том числе 1478 детей.Грунтовую дамбу на реке Урал в Орске прорвало вечером 5 апреля.	Культура	01:20, 8 апреля 2024
223	В Кривом Роге прозвучал взрыв	В городе Кривой Рог Днепропетровской области Украины прогремел взрыв. Об этом сообщает РБК-Украина.До этого в регионе была объявлена воздушная тревога.Ранее подполье сообщило, что военный аэродром в Кривом Роге Днепропетровской области Украины 1 апреля дважды подвергся ударам со стороны российских войск. По словам активиста Сергея Лебедева, на аэродроме размещаются боевые самолеты Вооруженных сил Украины (ВСУ).	Бывший СССР	01:21, 8 апреля 2024
224	В европейской стране заявили о полном отсутствии диалога с Россией	Политический диалог между Россией и Финляндией в настоящий момент полностью отсутствует. Об этом заявил президент европейской страны Александер Стубб в интервью телеканалу CNN.«Буду честным, у нас сейчас нет абсолютно никакого политического диалога с Россией», — признался он. При этом Стубб высказался о важности подобного диалога для проведения мирных переговоров по украинскому конфликту.Ранее в некоторых городах Финляндии состоялись акции протеста против закрытия границы с РФ. Жители Хельсинки прошли по центральной части города к парламенту, их сопровождали сотрудники полиции. Демонстранты держали в руках плакаты с надписью «Сегодня нарушены мои права, завтра нарушены твои», а также государственные флаги. В протестах участвовали около 110 человек.	Мир	01:24, 8 апреля 2024
225	В МАГАТЭ подтвердили повреждения на одном из энергоблоков ЗАЭС	Международное агентство по атомной энергии (МАГАТЭ) подтвердило незначительные повреждения на шестом энергоблоке Запорожской атомной электростанции (ЗАЭС) в результате атаки дронов. Об этом говорится на странице агентства в соцсети X.В МАГАТЭ подчеркнули, что данные подтверждения не несут рисков ядерной безопасности. В то же время время эксперты заявили, что произошедшее является серьезным инцидентом, «который может потенциально подорвать целостность системы защитной оболочки реактора».Ранее эксперты МАГАТЭ подтвердили не менее трех прямых попаданий по ЗАЭС впервые с ноября 2022 года.Днем 7 апреля сообщалось, что Вооруженные силы Украины нанесли удар беспилотниками по Запорожской АЭС. В результате пострадали трое сотрудников.	Мир	01:32, 8 апреля 2024
226	Порноактер раскрыл рекорд по числу съемок в один день	Известный американский порноактер Лукас Фрост раскрыл рекорд по числу съемок в фильмах для взрослых в один день. На эту тему он высказался в подкасте Sexy Funny Raw, видео доступно на YouTube.Фрост заявил, что однажды снялся в четырех фильмах для взрослых за день. По словам 32-летнего порноактера, это было, когда ему еще не исполнилось 30 лет. Он также указал, что в порноиндустрии на такие рекорды способны и многие другие актеры.Ранее сообщалось, что новозеландская порноактриса Хейли Дэвис рассказала о съемках в 300 фильмах для взрослых за полгода. Она призналась, что из-за плотного графика была вынуждена принимать обезболивающие.Перед этим 29-летний порноактер из Бразилии Джеферсон Рейс заявил, что за время карьеры занялся сексом с пятью тысячами женщин. Он попросил, чтобы его внесли в Книгу рекордов Гиннесса.	Интернет и СМИ	01:43, 8 апреля 2024
227	Солдаты ВСУ начали искать боеприпасы в болотах	Солдаты Вооруженных сил Украины (ВСУ) вынуждены искать российские боеприпасы по болотам из-за нехватки снарядов. Об этом пишет The Wall Street Journal (WSJ).О поиске боеприпасов рассказал украинский военнослужащий с позывным «Безумный Макс». По его словам, ему приходится искать снаряды, оставленные российскими войсками, на болотах и минных полях. Военный указал, что некоторые из них отправляют украинской армии, а из остальных он изготавливает бомбы.Отмечается, что ВСУ уже получили от «Безумного Макса» по меньшей мере 14 тысяч артиллерийских боеприпасов, однако «аппетит командиров растет».Ранее президент Украины Владимир Зеленский назвал позором для Европы проблемы украинских войск с боеприпасами. Он призвал союзников к увеличению военной помощи, подчеркнув, что они могут делать больше, чем сейчас.	Интернет и СМИ	01:48, 8 апреля 2024
228	Вучич объяснил свои слова о сложных вызовах для Сербии	Президент Сербии Александр Вучич объяснил свое высказывание, что страна стоит перед самыми тяжелыми до сих пор вызовами. Об этом пишет «Коммерсантъ» («Ъ»).По его словам, речь идет о принятии в ООН резолюции о геноциде мусульман в Сребренице 1995 года, а также о вероятности приема Косово в Совет Европы. Он указал, что эти события грозят ликвидацией Республике Сербской, а от Сербии потребуют выплачивать военные репарации.27 марта Вучич объявил, что Сербия столкнулась с угрозой «жизненно важным национальным интересам». Тогда президент рассказал, что в течение последних двух дней он получил новости, о которых ему тяжело говорить.Резня в Сребренице, произошедшая в 1995 году, считается самым массовым убийством в Европе после окончания Второй мировой войны. Власти Боснии и Герцеговины сообщали об исчезновении 7-10 тысяч сребреницких мусульман. События в Сребренице неоднократно приводили к внутриполитическим кризисам в стране.	Мир	02:08, 8 апреля 2024
229	Женатого мужчину заставили пить мочу за роман на стороне	В Индии на женатого мужчину напали за роман на стороне. Об этом сообщает News9Live.Житель штата Уттар-Прадеш по имени Аман, состоявший в браке, предположительно, завел роман с девушкой из деревни Канор. Ее односельчане, узнав об этом, решили наказать мужчину. Они похитили Амана, связали его веревками по рукам и ногам и надели на его шею скрепленную между собой шнурками обувь. Затем мужчину заставили пить мочу.Когда родственники Амана обнаружили, что он пропал, то сразу обратились в полицию. Вскоре правоохранительным органам удалось найти мужчину. В ходе расследования выяснилось, что его подвергли насилию. Нападавшие были найдены, им предъявили обвинения в умышленном причинении вреда здоровью человека, похищении и заговоре.Ранее сообщалось, что в Австралии вынесен приговор злоумышленнице, которая избила, раздела и связала женщину, а затем заперла ее в чемодане. Перед этим она поссорилась с будущей жертвой.	Из жизни	02:15, 8 апреля 2024
230	В Киевской области прозвучали взрывы	В Киевской области прогремели взрывы и сработала система противовоздушной обороны (ПВО). Об этом сообщает Киевская областная военная администрация (ОВА) в своем Telegram-канале.Отмечается, что в регионе зафиксировано движение беспилотников. Жителей призвали находиться в укрытиях, а также не выкладывать в сеть фотографии и видеозаписи с работой систем ПВО.Ранее взрыв раздался в Кривом Роге. Перед этим в регионе объявляли воздушную тревогу.Вечером 7 апреля взрывы были слышны в Одесской области возле города Черноморск.	Бывший СССР	02:19, 8 апреля 2024
231	Ким Чен Ын выразил соболезнования из-за затопления в Оренбургской области	Лидер Северной Кореи Ким Чен Ын направил президенту России Владимиру Путину телеграмму с соболезнованиями в связи с затоплением в Оренбургской области. Об этом сообщает ЦТАК.В ней указано, что «товарищ Ким Чен Ын от имени правительства, народа КНДР и от себя лично выразил глубокое сочувствие президенту РФ и в его лице правительству и народу РФ, пострадавшим в связи с серьезным материальным ущербом от затопления в Оренбургской области». Он пожелал народу России скорейшей ликвидации последствий стихийного бедствия, а жителям пострадавшего района — благополучия.«Наш народ всегда будет вместе с российским народом», — резюмировал Ким.В Орске Оренбургской области более двух тысяч человек эвакуировано из зоны затопления. Грунтовую дамбу на реке Урал в городе прорвало вечером в пятницу, 5 апреля. До этого на ней были обнаружены две протечки.	Мир	02:19, 8 апреля 2024
232	При пожаре на уникальном российском ледоколе погиб человек	В результате пожара на судне снабжения «Катерина Великая» во Владивостоке погиб один человек. По предварительным данным, трое человек пострадали, они были госпитализированы. Об этом заявила Дальневосточная транспортная прокуратура в своем Telegram-канале.Возгорание судна произошло 8 апреля в 10:00 по московскому времени в Центре судоремонта «Дальзавод». Сообщается, что пожар удалось ликвидировать. Была начата проверка с целью установления обстоятельств случившегося.Ранее сообщалось, что единственное в мире многофункциональное судно снабжения (МСС) ледового класса «Катерина Великая» стояло в доке на судоремонтном заводе на техобслуживании, когда на нем вспыхнул огонь. Площадь возгорания составила около 50 квадратных метров.	Россия	02:36, 8 апреля 2024
233	Падение рейтинга Зеленского связали с авторитарными тенденциями в правлении	"Рейтинг одобрения деятельности президента Украины Владимира Зеленского в стране снизился до 61 процента на фоне проведения масштабной кадровой перестановки и авторитарных тенденций в правлении. Об этом сообщили опрошенные немецкой газетой Tagesspiegel эксперты.Как отметил австрийский политолог и эксперт в области Восточной Европы и России Герхард Манготт, к началу российской специальной военной операции (СВО) на Украине уровень одобрения украинского лидера составлял более 80 процентов. По словам экспертов, чем более критической становится ситуация на фронте, тем под большее давление попадает Зеленский.Среди причин падения рейтинга, помимо прочего, называются непопулярные в обществе кадровые перестановки и нерешенные проблемы с коррупцией. Кроме того, пишет газета, две трети всех украинцев не доверяют главе офиса Зеленского Андрею Ермаку.  Кроме того, автор статьи привел слова украинского социолога Владимира Паниотто о том, что в за неудачи Киева кто-то должен быть ответственным. «Возможно здесь разыгрывается традиционная схема ""царь хороший, придворные плохие""», — говорится в статье.Ранее Владимир Зеленский заявил, что продолжит политику перестановок в органах власти, отметив, что подобные кадровые решения призваны сделать Офис президента «более функциональным»."	Бывший СССР	02:39, 8 апреля 2024
234	Банки Казахстана замедлили обработку переводов из России	Банки Казахстана замедлили обработку переводов из России из-за риска вторичных западных санкций. Об этом пишут «Известия».С конца февраля сроки проведения платежей из России в Казахстан стали достигать двух-трех недель. Вице-президент «Опоры России» Николай Дунаев уточнил изданию, что проблемы возникают как с операциями в долларах, так и с транзакциями в национальных валютах. При этом некоторые банки вообще отказываются работать с российской стороной.3 апреля банки Казахстана прекратили обслуживание российских карт системы «Мир» из-за опасений вторичных санкций США. Государственный регулятор объяснил, что не давал таких рекомендаций, а кредитные организации в стране сами принимают решения об участии в той или иной платежной системе, просчитывая потенциальные выгоды и риски.Банки Киргизии также прекратили обслуживание карт «Мир». При этом в Нацбанке страны заверили, что возможность переводов между банками РФ и Киргизии сохранится и после отключения в республике российских карт.	Экономика	02:44, 8 апреля 2024
235	Раскрыт простой способ сохранить отношения крепкими	Игривость и теплота в общении с партнером помогут укрепить и сохранить отношения, заверила психолог Сьюзан Краусс Уитборн. Об этом простом способе она рассказала изданию Psychology Today.По словам психолога, установить взаимосвязь между тем, как люди ведут себя друг с другом, и тем, с какой вероятностью союз распадется, удалось во время необычного эксперимента. В нем приняли участие 106 пар, которые предварительно заполнили анкеты о своей повседневной жизни. Затем в течение года партнеры носили с собой смартфоны, периодически записывающие то, как они общаются. При этом они не знали, в какой из моментов включалась запись, поэтому вели себя естественно.После расшифровки записей тип отношений разделили на четыре большие группы: враждебное (игнорирование, гнев, обвинение, нытье), уязвимое (выражение уязвимости, серьезный или тревожный тон, жалобы), игривый (игривый тон, общение с юмором, восторженный тон и вовлеченность) и теплый (поддерживающий тон и одобряющий), продолжила Красусс Уитборн.Психолог рассказала, что после интерпретации записей стало ясно, что отношения были крепче в тех парах, где присутствовали теплота и игривость. Именно они, по данным исследователей, способствуют стабильности союза двух людей.В то же время специалистка обратила внимание на то, что игривость должна быть уместной. Частое передразнивание партнера не только не укрепит, но и пошатнет отношения.Ранее психолог Ирина Молвинская рассказала способы вернуть страсть в долгие отношения. По ее словам, партнеров, которые долго живут вместе, может объединить общая идея или увлечение.	Забота о себе	02:50, 8 апреля 2024
236	Власти Бразилии обвинили Илона Маска в угрозах	Бразилия должна немедленно принять меры на фоне угроз со стороны американского предпринимателя Илона Маска, заявил генпрокурор Хорхе Мессиас. Его слова приводит Financial Times.Генпрокурора возмутила критика бизнесменом решения о блокировке нескольких бразильских аккаунтов в сосцести X, принятое Верховным судом Бразилии. Он подчеркнул, что иностранные миллиардеры, контролирующие социальные сети, не должны игнорировать постановления суда и угрожать властям. «Необходимо срочно регулировать социальные сети», — считает Мессиас.Ранее Верховный суд Бразилии обязал X заблокировать ряд популярных бразильских аккаунтов без объяснения причин. В ответ владелец соцсети Илон Маск пообещал «опубликовать все требования и то, как эти запросы нарушают бразильское законодательство».Он также предположил, что это решение принял судья Александр Де Морае. Предприниматель обвинил его в бесстыдном и многократном предательстве Конституции и народа Бразилии, призвав его «уйти в отставку или подвергнуться импичменту».	Мир	02:54, 8 апреля 2024
237	Стало известно о разработке в России тяжелой огнеметной системы ТОС-3	Индустриальный директор кластера вооружений, боеприпасов и спецхимии государственной корпорации «Ростех» Бекхан Оздоев заявил в разговоре с ТАСС, что в настоящий момент ведется разработка новой тяжелой огнеметной системы ТОС-3. Стало известно, что первая опытная машина уже была произведена.«Перспективная машина на гусеничной базе будет оснащена новой пусковой установкой. Это позволит увеличить дальность стрельбы, применять новые боеприпасы», — объяснил Оздоев.Ранее генеральный директор ВНИИ «Сигнал» Владимир Пименов рассказал, что точность ТОС 1А «Солнцепек» получилось значительно повысить благодаря внедрению новой системы ориентирования. По его словам, российские бойцы обратились к ученым с просьбой создать технологии, которые помогут сократить время пребывания ТОС на боевой позиции.	Наука и техника	03:01, 8 апреля 2024
238	В Польше заявили об изменивших ситуацию на поле боя на Украине российских бомбах	"Российские военные успешно используют бомбы с модулем УМПК (унифицированный модуль планирования и коррекции), превращая их в высокоточное оружие поражения. Об этом сообщил обозреватель польского портала Interia Марчин Яблоньский (Marcin Jablonski).По его словам, модули УМПК указывают на то, что российские войска способны успешно адаптировать свое вооружение к условиям конфликта. «Сегодня они массово применяются на украинском фронте, являясь одним из самых эффективных видов оружия в российском арсенале», — отметил он.Яблоньский добавил, что бомбы с УМПК значительно изменили ситуацию на поле боя на Украине. По его словам, с помощью модуля можно «улучшить тысячи бомб в российском арсенале». «Модуль УМПК — это специальное ""приспособление"" для так называемых ""глупых бомб"" ФАБ-250, -500 и -1500, которые неуправляемы, а дальность их действия напрямую зависит от того, как близко подлетит к цели сбрасывающий их самолет», — пояснил обозреватель.Ранее Министерство обороны России показало бомбу ФАБ-1500 М54 с УМПК, который превращает свободнопадающие авиабомбы в высокоточные боеприпасы."	Наука и техника	03:13, 8 апреля 2024
239	В Египте заявили о прогрессе на переговорах по Газе	В ходе переговоров по перемирию в секторе Газа был достигнут прогресс. Радикальное палестинское движение ХАМАС, Соединенные Штаты Америки, Израиль, Египет и Катар пришли к консенсусу по основным направлениям, рассказал египетскому телеканалу Al Qahera News высокопоставленный источник.Переговоры проходили в Каире. Собеседник телеканала добавил, что делегации ХАМАС и Катара вернутся в египетскую столицу в ближайшие 48 часов для согласования пунктов соглашения. Делегации Штатов и Израиля покинут Каир, но продолжат консультации на протяжении следующих двух дней.Ранее координатор Белого дома по стратегическим коммуникациям Джон Кирби заявил, что США не намерены отправлять военных в Газу для участия в боевых действиях. Он добавил, что Израиль имеет право защищаться, особенно с учетом того количества угроз, что исходят от его соседей по региону.	Мир	03:16, 8 апреля 2024
